GEO_ID,incident_zip,NAME,population,median_household_income,households,broadband_households,broadband_household_percent
860Z200US11978,11978,ZCTA5 11978,4705,125179,1704,1632,95.77464788732394
860Z200US11980,11980,ZCTA5 11980,5855,102600,2574,2405,93.43434343434343
860Z200US12007,12007,ZCTA5 12007,331,200078,114,114,100.0
860Z200US12008,12008,ZCTA5 12008,422,125859,173,173,100.0
860Z200US12009,12009,ZCTA5 12009,7934,120101,3082,2832,91.88838416612589
860Z200US12010,12010,ZCTA5 12010,27750,63696,11488,9954,86.64693593314763
860Z200US12015,12015,ZCTA5 12015,3852,91845,1518,1263,83.20158102766798
860Z200US12017,12017,ZCTA5 12017,471,-666666666,222,145,65.31531531531532
860Z200US12018,12018,ZCTA5 12018,7422,126620,2865,2748,95.91623036649214
860Z200US12019,12019,ZCTA5 12019,15555,112420,6758,6440,95.29446581828942
860Z200US12020,12020,ZCTA5 12020,34937,107112,14563,13405,92.04834168783904
860Z200US12022,12022,ZCTA5 12022,1120,96875,396,374,94.44444444444444
860Z200US12023,12023,ZCTA5 12023,1791,112885,724,627,86.60220994475138
860Z200US12024,12024,ZCTA5 12024,78,-666666666,44,44,100.0
860Z200US12025,12025,ZCTA5 12025,5244,74352,2357,2215,93.97539244802715
860Z200US12027,12027,ZCTA5 12027,4693,120000,1734,1675,96.59746251441753
860Z200US12028,12028,ZCTA5 12028,1557,96891,477,456,95.59748427672956
860Z200US12029,12029,ZCTA5 12029,1069,103542,523,459,87.76290630975143
860Z200US12031,12031,ZCTA5 12031,120,87143,56,43,76.78571428571429
860Z200US12032,12032,ZCTA5 12032,662,65789,352,285,80.9659090909091
860Z200US12033,12033,ZCTA5 12033,7932,98569,3537,3276,92.6208651399491
860Z200US12035,12035,ZCTA5 12035,566,98375,241,208,86.30705394190872
860Z200US12036,12036,ZCTA5 12036,223,41823,67,48,71.64179104477611
860Z200US12037,12037,ZCTA5 12037,3926,89844,1839,1609,87.4932028276237
860Z200US12040,12040,ZCTA5 12040,27,57955,20,20,100.0
860Z200US12041,12041,ZCTA5 12041,468,122143,202,202,100.0
860Z200US12042,12042,ZCTA5 12042,280,-666666666,95,95,100.0
860Z200US12043,12043,ZCTA5 12043,8287,64583,3230,2750,85.13931888544892
860Z200US12045,12045,ZCTA5 12045,207,-666666666,118,118,100.0
860Z200US12046,12046,ZCTA5 12046,358,80707,207,188,90.82125603864735
860Z200US12047,12047,ZCTA5 12047,23532,66071,10323,8928,86.48648648648648
860Z200US12051,12051,ZCTA5 12051,5876,91786,1550,1385,89.35483870967742
860Z200US12052,12052,ZCTA5 12052,1915,118424,671,642,95.67809239940388
860Z200US12053,12053,ZCTA5 12053,4550,91991,1903,1693,88.96479243300053
860Z200US12054,12054,ZCTA5 12054,17436,129583,7192,6876,95.60622914349277
860Z200US12056,12056,ZCTA5 12056,1695,132150,727,664,91.33425034387895
860Z200US12057,12057,ZCTA5 12057,1789,68306,689,591,85.77648766328012
860Z200US12058,12058,ZCTA5 12058,1220,85469,542,511,94.28044280442805
860Z200US12059,12059,ZCTA5 12059,1530,106506,694,641,92.36311239193084
860Z200US12060,12060,ZCTA5 12060,1859,101548,796,774,97.23618090452261
860Z200US12061,12061,ZCTA5 12061,9854,110962,4002,3726,93.10344827586206
860Z200US12062,12062,ZCTA5 12062,1650,87679,710,666,93.80281690140845
860Z200US12063,12063,ZCTA5 12063,665,90855,277,198,71.48014440433214
860Z200US12064,12064,ZCTA5 12064,342,63500,144,133,92.36111111111111
860Z200US12065,12065,ZCTA5 12065,45116,113873,18790,18180,96.75359233634913
860Z200US12066,12066,ZCTA5 12066,1863,78571,802,742,92.51870324189527
860Z200US12067,12067,ZCTA5 12067,1165,125521,477,439,92.0335429769392
860Z200US12068,12068,ZCTA5 12068,2503,72788,967,873,90.27921406411582
860Z200US12069,12069,ZCTA5 12069,425,90179,143,89,62.23776223776224
860Z200US12070,12070,ZCTA5 12070,2011,86989,669,614,91.77877428998505
860Z200US12071,12071,ZCTA5 12071,283,99375,120,108,90.0
860Z200US12072,12072,ZCTA5 12072,2882,81063,941,819,87.03506907545164
860Z200US12074,12074,ZCTA5 12074,2848,94583,1199,1139,94.99582985821517
860Z200US12075,12075,ZCTA5 12075,3248,98047,1171,1049,89.58155422715627
860Z200US12076,12076,ZCTA5 12076,1549,84583,655,580,88.54961832061069
860Z200US12077,12077,ZCTA5 12077,7017,118257,2765,2629,95.08137432188065
860Z200US12078,12078,ZCTA5 12078,22589,58367,10071,8883,88.20375335120644
860Z200US12082,12082,ZCTA5 12082,2,-666666666,2,2,100.0
860Z200US12083,12083,ZCTA5 12083,3844,83537,1378,1177,85.41364296081278
860Z200US12084,12084,ZCTA5 12084,5328,91063,2177,2127,97.70326136885622
860Z200US12085,12085,ZCTA5 12085,357,-666666666,127,39,30.708661417322837
860Z200US12086,12086,ZCTA5 12086,1587,78155,703,581,82.64580369843529
860Z200US12087,12087,ZCTA5 12087,1584,91458,572,519,90.73426573426573
860Z200US12090,12090,ZCTA5 12090,5482,68056,2238,1930,86.23771224307417
860Z200US12092,12092,ZCTA5 12092,1208,58615,573,436,76.09075043630017
860Z200US12093,12093,ZCTA5 12093,1276,65321,632,553,87.5
860Z200US12094,12094,ZCTA5 12094,2656,92266,936,850,90.8119658119658
860Z200US12095,12095,ZCTA5 12095,12391,69469,5213,4804,92.15422981009016
860Z200US12106,12106,ZCTA5 12106,1864,75714,940,838,89.14893617021276
860Z200US12108,12108,ZCTA5 12108,350,55625,167,155,92.81437125748504
860Z200US12110,12110,ZCTA5 12110,20081,105024,8300,7788,93.83132530120481
860Z200US12115,12115,ZCTA5 12115,60,91875,42,42,100.0
860Z200US12116,12116,ZCTA5 12116,1787,78986,729,627,86.0082304526749
860Z200US12117,12117,ZCTA5 12117,2871,66000,1308,1149,87.8440366972477
860Z200US12118,12118,ZCTA5 12118,17069,92710,7651,6837,89.36086786041041
860Z200US12120,12120,ZCTA5 12120,600,78917,258,199,77.13178294573643
860Z200US12121,12121,ZCTA5 12121,2280,100461,801,769,96.00499375780275
860Z200US12122,12122,ZCTA5 12122,3596,55875,1712,1538,89.83644859813083
860Z200US12123,12123,ZCTA5 12123,4457,108878,1964,1780,90.63136456211812
860Z200US12124,12124,ZCTA5 12124,298,85461,172,172,100.0
860Z200US12125,12125,ZCTA5 12125,1141,55625,496,455,91.73387096774194
860Z200US12130,12130,ZCTA5 12130,233,104286,122,122,100.0
860Z200US12131,12131,ZCTA5 12131,183,71563,79,66,83.54430379746836
860Z200US12132,12132,ZCTA5 12132,111,-666666666,59,59,100.0
860Z200US12134,12134,ZCTA5 12134,3846,77928,1705,1499,87.91788856304986
860Z200US12136,12136,ZCTA5 12136,1043,148750,464,452,97.41379310344827
860Z200US12137,12137,ZCTA5 12137,2077,83879,774,742,95.8656330749354
860Z200US12138,12138,ZCTA5 12138,2695,75833,1192,1079,90.52013422818791
860Z200US12139,12139,ZCTA5 12139,227,71563,129,108,83.72093023255815
860Z200US12140,12140,ZCTA5 12140,1512,138393,649,630,97.07241910631741
860Z200US12143,12143,ZCTA5 12143,5664,95101,2326,2082,89.50988822012039
860Z200US12144,12144,ZCTA5 12144,22111,90738,9627,8631,89.65409784979744
860Z200US12147,12147,ZCTA5 12147,466,85875,245,216,88.16326530612245
860Z200US12148,12148,ZCTA5 12148,4023,141984,1829,1629,89.06506287588847
860Z200US12149,12149,ZCTA5 12149,2038,50608,1018,946,92.92730844793712
860Z200US12150,12150,ZCTA5 12150,710,79776,247,215,87.04453441295547
860Z200US12151,12151,ZCTA5 12151,967,98309,453,432,95.36423841059603
860Z200US12153,12153,ZCTA5 12153,669,89861,318,303,95.28301886792453
860Z200US12154,12154,ZCTA5 12154,2777,106136,1180,1097,92.96610169491527
860Z200US12155,12155,ZCTA5 12155,1685,62361,631,544,86.2123613312203
860Z200US12156,12156,ZCTA5 12156,808,108274,305,287,94.09836065573771
860Z200US12157,12157,ZCTA5 12157,4713,75997,1859,1665,89.56428187197419
860Z200US12158,12158,ZCTA5 12158,5878,97419,2752,2647,96.18459302325581
860Z200US12159,12159,ZCTA5 12159,8163,128306,3581,3267,91.23149958112259
860Z200US12160,12160,ZCTA5 12160,716,69750,339,284,83.77581120943954
860Z200US12161,12161,ZCTA5 12161,99,123750,50,50,100.0
860Z200US12164,12164,ZCTA5 12164,539,62083,254,229,90.15748031496062
860Z200US12165,12165,ZCTA5 12165,220,65368,113,110,97.34513274336283
860Z200US12166,12166,ZCTA5 12166,1635,94821,590,514,87.11864406779661
860Z200US12167,12167,ZCTA5 12167,2279,53047,1003,881,87.83649052841476
860Z200US12168,12168,ZCTA5 12168,1752,88830,726,668,92.01101928374655
860Z200US12169,12169,ZCTA5 12169,417,43936,258,221,85.65891472868216
860Z200US12170,12170,ZCTA5 12170,5351,102857,2116,1960,92.62759924385632
860Z200US12172,12172,ZCTA5 12172,176,86587,55,44,80.0
860Z200US12173,12173,ZCTA5 12173,2099,76607,740,699,94.45945945945947
860Z200US12174,12174,ZCTA5 12174,427,51131,202,202,100.0
860Z200US12175,12175,ZCTA5 12175,612,90250,283,266,93.99293286219081
860Z200US12176,12176,ZCTA5 12176,393,63565,165,117,70.9090909090909
860Z200US12177,12177,ZCTA5 12177,387,92444,151,151,100.0
860Z200US12180,12180,ZCTA5 12180,53479,75851,21872,19894,90.95647403072421
860Z200US12182,12182,ZCTA5 12182,14867,56984,6781,6064,89.42633829818611
860Z200US12183,12183,ZCTA5 12183,2970,59406,1603,1375,85.77666874610105
860Z200US12184,12184,ZCTA5 12184,7787,98622,2971,2757,92.79703803433188
860Z200US12185,12185,ZCTA5 12185,1709,110625,693,625,90.18759018759019
860Z200US12186,12186,ZCTA5 12186,6512,112446,2615,2421,92.5812619502868
860Z200US12187,12187,ZCTA5 12187,752,78149,313,262,83.70607028753993
860Z200US12188,12188,ZCTA5 12188,10988,92279,4880,4490,92.00819672131148
860Z200US12189,12189,ZCTA5 12189,18656,65276,8731,7837,89.7606230672317
860Z200US12190,12190,ZCTA5 12190,671,74286,278,270,97.12230215827337
860Z200US12192,12192,ZCTA5 12192,1077,106213,458,438,95.63318777292577
860Z200US12193,12193,ZCTA5 12193,1746,108438,811,699,86.18988902589396
860Z200US12194,12194,ZCTA5 12194,162,91250,60,55,91.66666666666666
860Z200US12195,12195,ZCTA5 12195,162,148815,87,76,87.35632183908046
860Z200US12196,12196,ZCTA5 12196,3880,110889,1452,1444,99.44903581267218
860Z200US12197,12197,ZCTA5 12197,2298,77778,828,735,88.76811594202898
860Z200US12198,12198,ZCTA5 12198,6796,113083,2800,2697,96.32142857142857
860Z200US12202,12202,ZCTA5 12202,10166,52868,4727,4243,89.7609477469854
860Z200US12203,12203,ZCTA5 12203,30771,83147,13810,12198,88.32729905865315
860Z200US12204,12204,ZCTA5 12204,7812,74841,3616,3268,90.37610619469027
860Z200US12205,12205,ZCTA5 12205,25838,91020,11574,10685,92.31899084154138
860Z200US12206,12206,ZCTA5 12206,14572,41548,6522,5601,85.8785648574057
860Z200US12207,12207,ZCTA5 12207,1988,58998,1379,1108,80.34807831762146
860Z200US12208,12208,ZCTA5 12208,23289,70413,10584,9501,89.76757369614512
860Z200US12209,12209,ZCTA5 12209,10626,89390,4323,4051,93.70807309738608
860Z200US12210,12210,ZCTA5 12210,10297,55843,5836,5167,88.53666895133652
860Z200US12211,12211,ZCTA5 12211,14383,156605,4328,4095,94.61645101663586
860Z200US12222,12222,ZCTA5 12222,6889,-666666666,97,84,86.5979381443299
860Z200US12226,12226,ZCTA5 12226,0,-666666666,0,0,
860Z200US12302,12302,ZCTA5 12302,28031,98163,11759,10570,89.88859596904499
860Z200US12303,12303,ZCTA5 12303,29360,84375,11910,10807,90.73887489504618
860Z200US12304,12304,ZCTA5 12304,22403,69235,9306,8036,86.35289060820975
860Z200US12305,12305,ZCTA5 12305,7356,53326,3636,3004,82.61826182618262
860Z200US12306,12306,ZCTA5 12306,27865,83202,11895,11006,92.52627154266499
860Z200US12307,12307,ZCTA5 12307,7050,24758,3166,2383,75.26847757422615
860Z200US12308,12308,ZCTA5 12308,15511,63434,6253,5451,87.17415640492564
860Z200US12309,12309,ZCTA5 12309,33246,125274,12767,12054,94.41528941803085
860Z200US12401,12401,ZCTA5 12401,35136,69305,15351,14237,92.74314376913556
860Z200US12404,12404,ZCTA5 12404,3935,77214,1744,1541,88.36009174311926
860Z200US12405,12405,ZCTA5 12405,447,97500,204,137,67.15686274509804
860Z200US12406,12406,ZCTA5 12406,644,71208,317,259,81.70347003154575
860Z200US12407,12407,ZCTA5 12407,215,63438,68,36,52.94117647058824
860Z200US12409,12409,ZCTA5 12409,865,116280,478,478,100.0
860Z200US12410,12410,ZCTA5 12410,343,-666666666,234,226,96.58119658119658
860Z200US12411,12411,ZCTA5 12411,325,97880,179,156,87.15083798882681
860Z200US12412,12412,ZCTA5 12412,475,82195,212,198,93.39622641509435
860Z200US12413,12413,ZCTA5 12413,3368,60363,1457,1160,79.6156485929993
860Z200US12414,12414,ZCTA5 12414,10169,73036,4304,3728,86.61710037174721
860Z200US12416,12416,ZCTA5 12416,106,-666666666,60,26,43.333333333333336
860Z200US12417,12417,ZCTA5 12417,828,120417,359,255,71.03064066852369
860Z200US12418,12418,ZCTA5 12418,427,98472,198,170,85.85858585858585
860Z200US12419,12419,ZCTA5 12419,1081,121776,401,381,95.01246882793018
860Z200US12420,12420,ZCTA5 12420,381,120559,99,99,100.0
860Z200US12421,12421,ZCTA5 12421,261,100819,149,126,84.56375838926175
860Z200US12422,12422,ZCTA5 12422,399,91667,202,188,93.06930693069307
860Z200US12423,12423,ZCTA5 12423,970,75511,355,308,86.76056338028168
860Z200US12424,12424,ZCTA5 12424,239,54141,171,134,78.3625730994152
860Z200US12427,12427,ZCTA5 12427,935,-666666666,111,111,100.0
860Z200US12428,12428,ZCTA5 12428,6995,63145,2842,2418,85.08092892329346
860Z200US12429,12429,ZCTA5 12429,185,-666666666,46,46,100.0
860Z200US12430,12430,ZCTA5 12430,1253,68250,525,516,98.28571428571429
860Z200US12431,12431,ZCTA5 12431,1909,80694,757,681,89.96036988110964
860Z200US12432,12432,ZCTA5 12432,697,48193,313,302,96.48562300319489
860Z200US12433,12433,ZCTA5 12433,470,96250,195,195,100.0
860Z200US12434,12434,ZCTA5 12434,944,48656,447,360,80.53691275167785
860Z200US12435,12435,ZCTA5 12435,209,112813,84,77,91.66666666666666
860Z200US12436,12436,ZCTA5 12436,607,108056,262,231,88.16793893129771
860Z200US12438,12438,ZCTA5 12438,190,78512,70,63,90.0
860Z200US12439,12439,ZCTA5 12439,384,102989,178,155,87.07865168539325
860Z200US12440,12440,ZCTA5 12440,1826,106553,743,721,97.03903095558546
860Z200US12441,12441,ZCTA5 12441,106,55893,64,64,100.0
860Z200US12442,12442,ZCTA5 12442,537,36912,274,239,87.22627737226277
860Z200US12443,12443,ZCTA5 12443,3559,104412,1576,1461,92.70304568527918
860Z200US12444,12444,ZCTA5 12444,576,77708,206,175,84.9514563106796
860Z200US12446,12446,ZCTA5 12446,5414,85979,2393,2180,91.09903886335144
860Z200US12448,12448,ZCTA5 12448,207,-666666666,111,103,92.7927927927928
860Z200US12449,12449,ZCTA5 12449,3010,93750,1106,994,89.87341772151899
860Z200US12450,12450,ZCTA5 12450,215,-666666666,101,101,100.0
860Z200US12451,12451,ZCTA5 12451,909,56477,441,396,89.79591836734694
860Z200US12452,12452,ZCTA5 12452,33,-666666666,17,17,100.0
860Z200US12453,12453,ZCTA5 12453,241,-666666666,120,120,100.0
860Z200US12454,12454,ZCTA5 12454,266,88750,135,130,96.29629629629629
860Z200US12455,12455,ZCTA5 12455,1689,85926,866,780,90.06928406466513
860Z200US12456,12456,ZCTA5 12456,390,63833,218,167,76.60550458715596
860Z200US12457,12457,ZCTA5 12457,1041,90667,526,438,83.26996197718631
860Z200US12458,12458,ZCTA5 12458,3074,64851,835,656,78.562874251497
860Z200US12459,12459,ZCTA5 12459,30,-666666666,20,20,100.0
860Z200US12460,12460,ZCTA5 12460,152,109750,100,84,84.0
860Z200US12461,12461,ZCTA5 12461,1604,112273,738,705,95.52845528455285
860Z200US12463,12463,ZCTA5 12463,1373,-666666666,614,465,75.7328990228013
860Z200US12464,12464,ZCTA5 12464,1033,-666666666,548,525,95.8029197080292
860Z200US12465,12465,ZCTA5 12465,255,-666666666,134,76,56.71641791044776
860Z200US12466,12466,ZCTA5 12466,1981,78182,806,724,89.82630272952854
860Z200US12468,12468,ZCTA5 12468,1329,51875,626,432,69.00958466453673
860Z200US12469,12469,ZCTA5 12469,798,99722,386,318,82.38341968911918
860Z200US12470,12470,ZCTA5 12470,618,86349,253,208,82.21343873517787
860Z200US12471,12471,ZCTA5 12471,237,-666666666,219,219,100.0
860Z200US12472,12472,ZCTA5 12472,1146,70559,682,658,96.48093841642229
860Z200US12473,12473,ZCTA5 12473,831,103542,304,296,97.36842105263158
860Z200US12474,12474,ZCTA5 12474,857,57428,448,400,89.28571428571429
860Z200US12475,12475,ZCTA5 12475,557,103412,239,154,64.43514644351464
860Z200US12477,12477,ZCTA5 12477,19066,80861,8524,7872,92.35100891600187
860Z200US12480,12480,ZCTA5 12480,510,66491,236,219,92.79661016949152
860Z200US12481,12481,ZCTA5 12481,1247,124286,580,555,95.6896551724138
860Z200US12482,12482,ZCTA5 12482,619,-666666666,239,174,72.80334728033473
860Z200US12483,12483,ZCTA5 12483,45,2499,32,32,100.0
860Z200US12484,12484,ZCTA5 12484,3155,119779,1331,1127,84.67317806160781
860Z200US12485,12485,ZCTA5 12485,1021,67165,297,297,100.0
860Z200US12486,12486,ZCTA5 12486,1440,96964,545,536,98.34862385321101
860Z200US12487,12487,ZCTA5 12487,4035,95230,1639,1599,97.55948749237339
860Z200US12489,12489,ZCTA5 12489,93,-666666666,46,46,100.0
860Z200US12490,12490,ZCTA5 12490,0,-666666666,0,0,
860Z200US12491,12491,ZCTA5 12491,1981,100257,834,775,92.92565947242207
860Z200US12492,12492,ZCTA5 12492,298,150833,142,127,89.43661971830986
860Z200US12493,12493,ZCTA5 12493,526,105617,151,151,100.0
860Z200US12494,12494,ZCTA5 12494,934,145303,405,405,100.0
860Z200US12495,12495,ZCTA5 12495,277,-666666666,213,124,58.21596244131455
860Z200US12496,12496,ZCTA5 12496,1164,59286,540,474,87.77777777777777
860Z200US12498,12498,ZCTA5 12498,4572,94210,2421,2367,97.76951672862454
860Z200US12501,12501,ZCTA5 12501,2476,75104,1024,942,91.9921875
860Z200US12502,12502,ZCTA5 12502,984,85192,398,363,91.20603015075378
860Z200US12503,12503,ZCTA5 12503,732,117935,298,264,88.59060402684564
860Z200US12504,12504,ZCTA5 12504,961,-666666666,0,0,
860Z200US12507,12507,ZCTA5 12507,227,116198,77,69,89.6103896103896
860Z200US12508,12508,ZCTA5 12508,19566,92461,8468,7988,94.33160132262635
860Z200US12512,12512,ZCTA5 12512,194,99025,117,89,76.06837606837607
860Z200US12513,12513,ZCTA5 12513,228,60951,167,121,72.45508982035929
860Z200US12514,12514,ZCTA5 12514,3107,120439,1339,1273,95.07094846900672
860Z200US12515,12515,ZCTA5 12515,1492,103500,522,402,77.01149425287356
860Z200US12516,12516,ZCTA5 12516,1925,128750,742,742,100.0
860Z200US12517,12517,ZCTA5 12517,187,153958,83,45,54.21686746987952
860Z200US12518,12518,ZCTA5 12518,6114,101208,2485,2397,96.45875251509054
860Z200US12520,12520,ZCTA5 12520,3081,136797,1233,1179,95.62043795620438
860Z200US12521,12521,ZCTA5 12521,2056,75652,878,837,95.33029612756265
860Z200US12522,12522,ZCTA5 12522,4959,76157,1900,1745,91.84210526315789
860Z200US12523,12523,ZCTA5 12523,1908,54235,889,709,79.7525309336333
860Z200US12524,12524,ZCTA5 12524,15026,99034,6496,6168,94.95073891625616
860Z200US12525,12525,ZCTA5 12525,2749,110268,1097,1022,93.16317228805833
860Z200US12526,12526,ZCTA5 12526,3548,97679,1546,1399,90.49159120310478
860Z200US12527,12527,ZCTA5 12527,40,-666666666,18,18,100.0
860Z200US12528,12528,ZCTA5 12528,13827,92462,5875,5525,94.04255319148936
860Z200US12529,12529,ZCTA5 12529,2410,70750,1192,997,83.64093959731544
860Z200US12530,12530,ZCTA5 12530,270,-666666666,74,74,100.0
860Z200US12531,12531,ZCTA5 12531,2337,129028,881,814,92.3950056753689
860Z200US12533,12533,ZCTA5 12533,27325,141585,9119,8767,96.13992762364293
860Z200US12534,12534,ZCTA5 12534,17176,72741,7949,7014,88.23751415272362
860Z200US12538,12538,ZCTA5 12538,14391,86230,5368,5002,93.18181818181817
860Z200US12540,12540,ZCTA5 12540,8856,111320,3084,3031,98.28145265888456
860Z200US12542,12542,ZCTA5 12542,5612,121378,2106,1919,91.12060778727445
860Z200US12543,12543,ZCTA5 12543,3190,75583,1553,1439,92.65936896329684
860Z200US12544,12544,ZCTA5 12544,127,-666666666,47,47,100.0
860Z200US12545,12545,ZCTA5 12545,4338,101354,1988,1806,90.84507042253522
860Z200US12546,12546,ZCTA5 12546,2706,84455,1149,985,85.72671888598782
860Z200US12547,12547,ZCTA5 12547,3144,88778,1328,1225,92.24397590361446
860Z200US12548,12548,ZCTA5 12548,1064,132083,318,318,100.0
860Z200US12549,12549,ZCTA5 12549,10745,122734,3650,3574,97.91780821917808
860Z200US12550,12550,ZCTA5 12550,55152,85697,20401,18394,90.16224694867898
860Z200US12553,12553,ZCTA5 12553,27384,92757,10829,10140,93.63745498199279
860Z200US12561,12561,ZCTA5 12561,19830,92288,7219,6796,94.14046266795954
860Z200US12563,12563,ZCTA5 12563,7304,98415,2165,2100,96.99769053117782
860Z200US12564,12564,ZCTA5 12564,7734,111324,2850,2722,95.50877192982456
860Z200US12565,12565,ZCTA5 12565,1439,56563,579,497,85.83765112262522
860Z200US12566,12566,ZCTA5 12566,10269,112831,3625,3356,92.57931034482758
860Z200US12567,12567,ZCTA5 12567,2695,103750,1107,1040,93.94760614272809
860Z200US12569,12569,ZCTA5 12569,9837,100846,4033,3794,94.07389040416564
860Z200US12570,12570,ZCTA5 12570,6698,128906,2221,2174,97.88383610986043
860Z200US12571,12571,ZCTA5 12571,10108,118967,4256,3974,93.37406015037594
860Z200US12572,12572,ZCTA5 12572,8869,94859,4181,3870,92.56158813680938
860Z200US12574,12574,ZCTA5 12574,619,-666666666,263,263,100.0
860Z200US12575,12575,ZCTA5 12575,1600,142530,569,557,97.89103690685414
860Z200US12577,12577,ZCTA5 12577,1942,124028,771,700,90.79118028534371
860Z200US12578,12578,ZCTA5 12578,2249,108194,885,828,93.55932203389831
860Z200US12580,12580,ZCTA5 12580,4542,134583,1843,1798,97.55832881172002
860Z200US12581,12581,ZCTA5 12581,1914,80640,931,898,96.45542427497314
860Z200US12582,12582,ZCTA5 12582,5786,133328,1545,1513,97.92880258899676
860Z200US12583,12583,ZCTA5 12583,1994,79583,876,802,91.55251141552512
860Z200US12585,12585,ZCTA5 12585,1144,99648,434,431,99.30875576036865
860Z200US12586,12586,ZCTA5 12586,12971,87194,4428,4169,94.15085817524842
860Z200US12589,12589,ZCTA5 12589,18646,120815,4835,4751,98.26266804550156
860Z200US12590,12590,ZCTA5 12590,35712,102285,14540,13900,95.59834938101788
860Z200US12592,12592,ZCTA5 12592,1226,71696,435,353,81.14942528735632
860Z200US12594,12594,ZCTA5 12594,4222,144202,1544,1519,98.38082901554405
860Z200US12601,12601,ZCTA5 12601,44164,63652,17329,15499,89.43966760920999
860Z200US12603,12603,ZCTA5 12603,42304,103538,16919,15591,92.15083633784502
860Z200US12604,12604,ZCTA5 12604,2316,-666666666,65,0,0.0
860Z200US12701,12701,ZCTA5 12701,12197,57222,5160,4564,88.44961240310077
860Z200US12719,12719,ZCTA5 12719,1339,79921,620,593,95.64516129032258
860Z200US12720,12720,ZCTA5 12720,447,66597,138,138,100.0
860Z200US12721,12721,ZCTA5 12721,7359,103214,2358,2109,89.44020356234097
860Z200US12722,12722,ZCTA5 12722,0,-666666666,0,0,
860Z200US12723,12723,ZCTA5 12723,1923,77313,890,775,87.07865168539325
860Z200US12724,12724,ZCTA5 12724,60,-666666666,31,31,100.0
860Z200US12725,12725,ZCTA5 12725,403,90893,87,81,93.10344827586206
860Z200US12726,12726,ZCTA5 12726,1168,77149,565,492,87.07964601769912
860Z200US12729,12729,ZCTA5 12729,1203,66982,587,520,88.58603066439524
860Z200US12732,12732,ZCTA5 12732,776,50125,437,270,61.784897025171624
860Z200US12733,12733,ZCTA5 12733,1865,56056,96,20,20.833333333333336
860Z200US12734,12734,ZCTA5 12734,950,56740,341,313,91.78885630498533
860Z200US12736,12736,ZCTA5 12736,145,44330,75,56,74.66666666666667
860Z200US12737,12737,ZCTA5 12737,1513,87939,635,615,96.8503937007874
860Z200US12738,12738,ZCTA5 12738,423,95481,123,123,100.0
860Z200US12740,12740,ZCTA5 12740,1732,103462,762,568,74.54068241469817
860Z200US12741,12741,ZCTA5 12741,222,68897,111,98,88.28828828828829
860Z200US12742,12742,ZCTA5 12742,253,148160,81,81,100.0
860Z200US12743,12743,ZCTA5 12743,279,86053,138,110,79.71014492753623
860Z200US12745,12745,ZCTA5 12745,20,-666666666,11,11,100.0
860Z200US12746,12746,ZCTA5 12746,778,69906,351,325,92.5925925925926
860Z200US12747,12747,ZCTA5 12747,2234,71563,741,734,99.05533063427801
860Z200US12748,12748,ZCTA5 12748,1518,86927,643,592,92.06842923794713
860Z200US12749,12749,ZCTA5 12749,419,175083,114,106,92.98245614035088
860Z200US12750,12750,ZCTA5 12750,33,-666666666,25,8,32.0
860Z200US12751,12751,ZCTA5 12751,1407,53549,451,309,68.51441241685144
860Z200US12752,12752,ZCTA5 12752,309,-666666666,170,135,79.41176470588235
860Z200US12754,12754,ZCTA5 12754,8296,67624,2686,2426,90.32017870439316
860Z200US12758,12758,ZCTA5 12758,4025,68958,2014,1585,78.69910625620655
860Z200US12759,12759,ZCTA5 12759,1619,41506,505,483,95.64356435643563
860Z200US12760,12760,ZCTA5 12760,367,90938,154,135,87.66233766233766
860Z200US12762,12762,ZCTA5 12762,394,87381,132,132,100.0
860Z200US12763,12763,ZCTA5 12763,890,55741,444,426,95.94594594594594
860Z200US12764,12764,ZCTA5 12764,1861,67778,934,888,95.07494646680942
860Z200US12765,12765,ZCTA5 12765,873,-666666666,427,412,96.4871194379391
860Z200US12766,12766,ZCTA5 12766,535,-666666666,232,208,89.65517241379311
860Z200US12767,12767,ZCTA5 12767,156,-666666666,39,39,100.0
860Z200US12768,12768,ZCTA5 12768,857,34708,346,314,90.7514450867052
860Z200US12769,12769,ZCTA5 12769,325,141779,133,133,100.0
860Z200US12770,12770,ZCTA5 12770,145,108452,68,68,100.0
860Z200US12771,12771,ZCTA5 12771,14049,68136,5691,5016,88.13916710595677
860Z200US12775,12775,ZCTA5 12775,2623,112600,1022,981,95.98825831702544
860Z200US12776,12776,ZCTA5 12776,2073,84211,836,805,96.29186602870813
860Z200US12777,12777,ZCTA5 12777,695,137500,300,281,93.66666666666667
860Z200US12778,12778,ZCTA5 12778,707,50959,305,297,97.37704918032787
860Z200US12779,12779,ZCTA5 12779,2205,47688,858,802,93.47319347319348
860Z200US12780,12780,ZCTA5 12780,2346,74468,1030,963,93.49514563106797
860Z200US12781,12781,ZCTA5 12781,177,-666666666,72,72,100.0
860Z200US12783,12783,ZCTA5 12783,1060,67778,568,460,80.98591549295774
860Z200US12784,12784,ZCTA5 12784,0,-666666666,0,0,
860Z200US12785,12785,ZCTA5 12785,917,140397,291,252,86.5979381443299
860Z200US12786,12786,ZCTA5 12786,610,-666666666,272,272,100.0
860Z200US12787,12787,ZCTA5 12787,192,43102,139,99,71.22302158273382
860Z200US12788,12788,ZCTA5 12788,3037,62768,947,909,95.98732840549103
